"Date","Record Number","Record Type","Project Name","Status","Short Notes",
"04/22/2016","P16BP02617","Building Permit","Commercial Building Other","Issued",,
"04/21/2016","P16BP02614","Building Permit","Single Family Residence Addition","Final",,
"04/21/2016","P16BP02613","Building Permit","Single Family Residence Addition","Final",,
"04/21/2016","P16BP02612","Building Permit","Single Family Residence Addition","Final",,
"04/21/2016","P16BP02611","Building Permit","Single Family Residence Addition","Final",,
"04/21/2016","P16BP02605","Building Permit","Single Family Residence New","Final",,
"04/21/2016","P16BP02603","Building Permit","Single Family Residence Addition - COMBO/CADD -","Final","COMMON AREA -B",
"04/21/2016","P16BP02600","Building Permit","Single Family Residence New","Final",,
"04/21/2016","P16BP02599","Building Permit","Single Family Residence Alteration","Final",,
"04/21/2016","P16BP02594","Building Permit","Single Family Residence New","Final",,
"04/21/2016","P16BP02593","Building Permit","Commercial Building Other","Permit Expired",,
"04/21/2016","P16BP02592","Building Permit","Single Family Residence Addition","Final",,
"04/21/2016","P16BP02590","Building Permit","Single Family Residence Alteration","Permit Expired",,
"04/21/2016","P16BP02588","Building Permit","Commercial Building Addition, NO C of O","Final",,
"04/21/2016","P16BP02587","Building Permit","Single Family Residence New","Final",,
"04/21/2016","P16BP02586","Building Permit","Single Family Residence Addition","Final",,
"04/21/2016","P16BP02585","Building Permit","Single Family Residence New","Final",,
"04/21/2016","P16BP02584","Building Permit","Single Family Residence Addition","Final",,
"04/21/2016","P16BP02580","Building Permit","Single Family Residence Addition","Permit Expired",,
"04/21/2016","P16BP02578","Building Permit","Single Family Residence Alteration","Final",,
"04/21/2016","P16BP02577","Building Permit","Single Family Residence Alteration","Final",,
"04/20/2016","P16BP02573","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02572","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02571","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02570","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02569","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02568","Building Permit",,"Final",,
"04/20/2016","P16BP02566","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02562","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02560","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02558","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02555","Building Permit","Single Family Residence New","Final",,
"04/20/2016","P16BP02552","Building Permit","Single Family Residence Alteration","Final",,
"04/20/2016","P16BP02551","Building Permit","Single Family Residence Addition","Final",,
"04/20/2016","P16BP02550","Building Permit","Single Family Residence Addition","Final",,
"04/20/2016","P16BP02549","Building Permit","Single Family Residence Addition","Final",,
"04/19/2016","P16BP02546","Building Permit","Single Family Residence New","Withdrawn",,
"04/19/2016","P16BP02543","Building Permit","Single Family Residence Alteration","Permit Expired",,
"04/19/2016","P16BP02539","Building Permit","Tenant Improvement","C of O",,
"04/19/2016","P16BP02529","Building Permit","Single Family Residence Alteration","Issued",,
"04/19/2016","P16BP02528","Building Permit","Single Family Residence New","Final",,
"04/19/2016","P16BP02527","Building Permit","Single Family Residence Addition","Final",,
"04/19/2016","P16BP02519","Building Permit","Single Family Residence Addition","Application Expired",,
"04/19/2016","P16BP02514","Building Permit","Single Family Residence New","Final",,
"04/19/2016","P16BP02513","Building Permit","Single Family Residence New","Final",,
"04/19/2016","P16BP02512","Building Permit","Single Family Residence New","Final",,
"04/18/2016","P16BP02507","Building Permit","Single Family Residence Addition","Final",,
"04/18/2016","P16BP02500","Building Permit","Single Family Residence New","Final",,
"04/18/2016","P16BP02499","Building Permit","Single Family Residence Alteration","Final",,
"04/18/2016","P16BP02497","Building Permit","Single Family Residence Alteration","Final",,
"04/18/2016","P16BP02496","Building Permit","Single Family Residence New","Final",,
"04/18/2016","P16BP02482","Building Permit","Single Family Residence Addition","Final",,
"04/15/2016","P16BP02471","Building Permit","Single Family Residence Addition","Final",,
"04/15/2016","P16BP02466","Building Permit","Single Family Residence Addition","Permit Expired",,
"04/15/2016","P16BP02465","Building Permit","Commercial Building Addition","Permit Expired",,
"04/15/2016","P16BP02463","Building Permit","Single Family Residence Addition","Permit Expired",,
"04/15/2016","P16BP02462","Building Permit","Single Family Residence Alteration","Final",,
"04/15/2016","P16BP02460","Building Permit","Single Family Residence Addition","Final",,
"04/15/2016","P16BP02458","Building Permit","Single Family Residence Addition","Withdrawn",,
"04/15/2016","P16BP02457","Building Permit","Single Family Residence Addition","Final",,
"04/15/2016","P16BP02456","Building Permit","Single Family Residence Addition","Final",,
"04/14/2016","P16BP02455","Building Permit","Tenant Improvement","Application Expired",,
"04/14/2016","P16BP02450","Building Permit","Single Family Residence Addition - COMBO/SADD -","Issued",,
"04/14/2016","P16BP02447","Building Permit","Tenant Improvement","C of O",,
"04/14/2016","P16BP02446","Building Permit","Tenant Improvement","Permit Expired",,
"04/14/2016","P16BP02445","Building Permit","Tenant Improvement","C of O",,
"04/14/2016","P16BP02441","Building Permit","Single Family Residence Alteration","Final",,
"04/14/2016","P16BP02440","Building Permit","Single Family Residence Addition","Final",,
"04/14/2016","P16BP02439","Building Permit","Single Family Residence Addition","Final",,
"04/13/2016","P16BP02436","Building Permit","Single Family Residence Addition","Permit Expired",,
"04/13/2016","P16BP02434","Building Permit","Single Family Residence New","Final",,
"04/13/2016","P16BP02432","Building Permit","Tenant Improvement","C of O",,
"04/13/2016","P16BP02431","Building Permit","Single Family Residence New","Final",,
"04/13/2016","P16BP02430","Building Permit","Commercial Building Other","Final",,
"04/13/2016","P16BP02428","Building Permit","Single Family Residence New","Final",,
"04/13/2016","P16BP02427","Building Permit","Single Family Residence New","Final",,
"04/13/2016","P16BP02426","Building Permit","Single Family Residence New","Final",,
"04/13/2016","P16BP02425","Building Permit","Single Family Residence Addition","Final",,
"04/13/2016","P16BP02423","Building Permit","Single Family Residence Other","C of O",,
"04/13/2016","P16BP02421","Building Permit","Single Family Residence New","Final",,
"04/13/2016","P16BP02420","Building Permit","Single Family Residence New","Final",,
"04/13/2016","P16BP02417","Building Permit","Single Family Residence Addition","Final",,
"04/13/2016","P16BP02415","Building Permit","Commercial Building Other","Application Expired",,
"04/13/2016","P16BP02412","Building Permit","Single Family Residence New","Application Expired",,
"04/13/2016","P16BP02410","Building Permit","Single Family Residence Addition","Final",,
"04/13/2016","P16BP02409","Building Permit","Single Family Residence Addition","Permit Expired",,
"04/13/2016","P16BP02407","Building Permit","Single Family Residence Other","Final",,
"04/13/2016","P16BP02404","Building Permit","Single Family Residence Addition","Final",,
"04/13/2016","P16BP02402","Building Permit","Single Family Residence Alteration","Final",,
"04/13/2016","P16BP02401","Building Permit","Single Family Residence Addition","Final",,
"04/13/2016","P16BP02399","Building Permit","Single Family Residence Addition","Final",,
"04/12/2016","P16BP02396","Building Permit","Commercial Building Other","Final",,
"04/12/2016","P16BP02380","Building Permit","Single Family Residence Addition","Final",,
"04/12/2016","P16BP02378","Building Permit","Single Family Residence Addition","Final",,
"04/12/2016","P16BP02376","Building Permit","Single Family Residence Alteration","Permit Expired",,
"04/12/2016","P16BP02375","Building Permit","Single Family Residence New","Withdrawn",,
"04/12/2016","P16BP02374","Building Permit","Single Family Residence New","Final",,
"04/12/2016","P16BP02371","Building Permit","Single Family Residence New","Final",,
"04/12/2016","P16BP02364","Building Permit","Single Family Residence Addition","Final",,
"04/12/2016","P16BP02363","Building Permit","Single Family Residence Addition","Final",,
"04/12/2016","P16BP02362","Building Permit","Single Family Residence Addition","Final",,
"04/12/2016","P16BP02360","Building Permit","Single Family Residence New","Final",,
"04/12/2016","P16BP02359","Building Permit","Single Family Residence New","Final",,
"04/12/2016","P16BP02356","Building Permit","Commercial Building Other","Final",,
"04/12/2016","P16BP02355","Building Permit","Commercial Building Other","Final",,
"04/12/2016","P16BP02353","Building Permit",,"Void",,
"04/12/2016","P16BP02352","Building Permit",,"Void",,
"04/12/2016","P16BP02350","Building Permit","Single Family Residence New","Issued",,
"04/12/2016","P16BP02348","Building Permit","Single Family Residence Addition","Final",,
"04/12/2016","P16BP02344","Building Permit","Commercial Building Alteration","C of O",,
"04/12/2016","P16BP02342","Building Permit","Single Family Residence Addition","Deficient",,
"04/11/2016","P16BP02332","Building Permit","Multi-Family Residence Alteration","Final",,
"04/11/2016","P16BP02329","Building Permit","Single Family Residence Addition","Final",,
"04/11/2016","P16BP02328","Building Permit","Single Family Residence Addition - COMBO/SADD -","Issued",,
"04/11/2016","P16BP02326","Building Permit","Single Family Residence Alteration","Permit Expired",,
"04/11/2016","P16BP02325","Building Permit","Single Family Residence New","Final",,
"04/11/2016","P16BP02322","Building Permit","Single Family Residence Addition","Final",,
"04/11/2016","P16BP02320","Building Permit","Single Family Residence Addition","Final",,
"04/11/2016","P16BP02317","Building Permit","Single Family Residence New","Final",,
"04/08/2016","P16BP02313","Building Permit","Single Family Residence New","Final",,
"04/08/2016","P16BP02312","Building Permit","Single Family Residence Addition","Permit Expired",,
"04/08/2016","P16BP02311","Building Permit","Commercial Building Other","Final",,
"04/08/2016","P16BP02304","Building Permit","Single Family Residence Addition","Final",,
"04/08/2016","P16BP02301","Building Permit","Single Family Residence Addition","Final",,
"04/08/2016","P16BP02300","Building Permit","Single Family Residence Addition","Final",,
"04/08/2016","P16BP02299","Building Permit","Single Family Residence Addition","Final",,
"04/08/2016","P16BP02298","Building Permit","Single Family Residence Alteration","Final",,
"04/08/2016","P16BP02295","Building Permit","Single Family Residence Addition","Final",,
"04/07/2016","P16BP02284","Building Permit","Single Family Residence New","Withdrawn",,
"04/07/2016","P16BP02282","Building Permit","Single Family Residence Addition","Final",,
"04/07/2016","P16BP02280","Building Permit","Single Family Residence Addition","Withdrawn",,
"04/07/2016","P16BP02277","Building Permit","Single Family Residence Addition","Final",,
"04/07/2016","P16BP02276","Building Permit","Single Family Residence Alteration","Issued",,
"04/07/2016","P16BP02275","Building Permit","Tenant Improvement","C of O",,
"04/06/2016","P16BP02271","Building Permit","Single Family Residence New","Final",,
"04/06/2016","P16BP02270","Building Permit","Single Family Residence New","Final",,
"04/06/2016","P16BP02269","Building Permit","Commercial Building New","C of O",,
"04/06/2016","P16BP02268","Building Permit","Single Family Residence Addition","Final",,
"04/06/2016","P16BP02260","Building Permit","Single Family Residence Alteration","In Review",,
"04/06/2016","P16BP02259","Building Permit","Single Family Residence Addition","Final",,
"04/06/2016","P16BP02258","Building Permit","Single Family Residence Addition","Final",,
"04/06/2016","P16BP02255","Building Permit","Single Family Residence Addition","Final",,
"04/06/2016","P16BP02254","Building Permit","Single Family Residence New","Final",,
"04/06/2016","P16BP02251","Building Permit","Single Family Residence Alteration","Final",,
"04/06/2016","P16BP02247","Building Permit","Single Family Residence New","Final",,
"04/05/2016","P16BP02243","Building Permit","Single Family Residence Addition","Final",,
"04/05/2016","P16BP02239","Building Permit","Single Family Residence Alteration","Permit Expired",,
"04/05/2016","P16BP02237","Building Permit","Single Family Residence Addition","Final",,
"04/05/2016","P16BP02236","Building Permit","Single Family Residence New","Final",,
"04/05/2016","P16BP02234","Building Permit","Commercial Building Alteration, No C of O","Permit Expired",,
"04/05/2016","P16BP02232","Building Permit","Single Family Residence Addition","Final",,
"04/05/2016","P16BP02229","Building Permit","Commercial Other","Approved",,
"04/05/2016","P16BP02228","Building Permit","Tenant Improvement","C of O",,
"04/05/2016","P16BP02227","Building Permit","Single Family Residence New","Final",,
"04/05/2016","P16BP02226","Building Permit","Single Family Residence New","Final",,
"04/05/2016","P16BP02225","Building Permit","Single Family Residence New","Final",,
"04/05/2016","P16BP02213","Building Permit","Single Family Residence Addition","Final",,
"04/05/2016","P16BP02212","Building Permit","Single Family Residence Addition","Final",,
"04/05/2016","P16BP02209","Building Permit","Single Family Residence New","Final",,
"04/05/2016","P16BP02208","Building Permit","Single Family Residence New","Final",,
"04/05/2016","P16BP02207","Building Permit","Single Family Residence New","Final",,
"04/04/2016","P16BP02206","Building Permit","Single Family Residence New","Final",,
"04/04/2016","P16BP02203","Building Permit","Single Family Residence Addition","Final",,
"04/04/2016","P16BP02199","Building Permit","Single Family Residence Alteration","Final",,
"04/04/2016","P16BP02198","Building Permit","Single Family Residence New","Final",,
"04/04/2016","P16BP02197","Building Permit","Single Family Residence New","Final",,
"04/04/2016","P16BP02194","Building Permit","Single Family Residence Addition","Final",,
"04/04/2016","P16BP02192","Building Permit","Single Family Residence Addition","Issued",,
"04/04/2016","P16BP02188","Building Permit","Commercial Building Alteration","Final",,
"04/04/2016","P16BP02187","Building Permit","Single Family Residence Addition","Final",,
"04/04/2016","P16BP02184","Building Permit","Single Family Residence Addition","Final",,
"04/04/2016","P16BP02180","Building Permit","Commercial Building Other","Final",,
"04/01/2016","P16BP02176","Building Permit","Single Family Residence Addition","Final",,
"04/01/2016","P16BP02175","Building Permit","Single Family Residence Alteration","Final",,
"04/01/2016","P16BP02169","Building Permit","Tenant Improvement","C of O",,
"04/01/2016","P16BP02166","Building Permit","Single Family Residence New","Final",,
"04/01/2016","P16BP02165","Building Permit","Single Family Residence New","Final",,
"04/01/2016","P16BP02163","Building Permit","Commercial Building Addition","Final",,
"04/01/2016","P16BP02162","Building Permit","Commercial Building Other","Final",,
"04/01/2016","P16BP02158","Building Permit","Single Family Residence Addition","Final",,
"04/01/2016","P16BP02156","Building Permit","Single Family Residence Alteration","Withdrawn",,
"04/01/2016","P16BP02154","Building Permit","Single Family Residence Alteration","Final",,
"03/31/2016","P16BP02151","Building Permit","Single Family Residence Alteration","Final",,
"03/31/2016","P16BP02147","Building Permit","Single Family Residence Addition","Final",,
"03/31/2016","P16BP02144","Building Permit","Single Family Residence Other","Permit Expired",,
"03/31/2016","P16BP02142","Building Permit","Single Family Residence Other","Application Expired",,
"03/31/2016","P16BP02140","Building Permit","Single Family Residence New","Issued",,
"03/31/2016","P16BP02139","Building Permit","Single Family Residence New","Deficient",,
"03/31/2016","P16BP02136","Building Permit","Commercial Building Addition - Commercial Building Addition","Final",,
"03/31/2016","P16BP02135","Building Permit","Commercial Building Addition - Commercial Building Addition","Final",,
"03/31/2016","P16BP02134","Building Permit","Commercial Building Addition - Commercial Building Addition","Final",,
"03/31/2016","P16BP02133","Building Permit","Single Family Residence Addition","Final",,
"03/31/2016","P16BP02128","Building Permit","Single Family Residence Alteration","Final",,
"03/31/2016","P16BP02127","Building Permit","Commercial Building Addition - Commercial Building Addition","Final",,
"03/31/2016","P16BP02124","Building Permit","Commercial Building Addition - Commercial Building Addition","Final",,
"03/31/2016","P16BP02123","Building Permit","Commercial Building Addition - Commercial Building Addition","Final",,
"03/31/2016","P16BP02120","Building Permit","Commercial Building Other","Permit Expired",,
"03/31/2016","P16BP02119","Building Permit","Commercial Building Addition - Commercial Building Addition","Final",,
"03/30/2016","P16BP02115","Building Permit","Single Family Residence Addition","Final",,
"03/30/2016","P16BP02113","Building Permit","Single Family Residence New","Final",,
"03/30/2016","P16BP02110","Building Permit","Commercial Building Addition","Final",,
"03/30/2016","P16BP02106","Building Permit","Single Family Residence Addition","Final",,
"03/29/2016","P16BP02096","Building Permit","Single Family Residence Addition","Final",,
"03/29/2016","P16BP02094","Building Permit","Single Family Residence New","Final",,
"03/29/2016","P16BP02093","Building Permit","Single Family Residence Addition","Issued",,
"03/29/2016","P16BP02092","Building Permit","Commercial Building Other","Permit Expired",,
"03/29/2016","P16BP02091","Building Permit","Single Family Residence Addition","Final",,
"03/29/2016","P16BP02089","Building Permit","Single Family Residence New","Final",,
"03/29/2016","P16BP02088","Building Permit","Single Family Residence Addition","Final",,
"03/29/2016","P16BP02077","Building Permit","Single Family Residence New","Final",,
"03/29/2016","P16BP02076","Building Permit","Single Family Residence Addition","Final",,
"03/29/2016","P16BP02070","Building Permit","Single Family Residence Addition","Final",,
"03/29/2016","P16BP02064","Building Permit","Single Family Residence Alteration","Final",,
"03/28/2016","P16BP02055","Building Permit","Single Family Residence New","Final",,
"03/28/2016","P16BP02050","Building Permit","Single Family Residence New","Final",,
"03/28/2016","P16BP02049","Building Permit","Single Family Residence Addition","Final",,
"03/28/2016","P16BP02048","Building Permit","Single Family Residence Alteration","Final",,
"03/28/2016","P16BP02039","Building Permit","Single Family Residence New","Final",,
"03/28/2016","P16BP02034","Building Permit","Commercial Building Alteration, No C of O","Final",,
"03/28/2016","P16BP02033","Building Permit","Single Family Residence New - COMBO/SNEW -","Issued","OFF GERHARDT - GATE-UP HILL",
"03/28/2016","P16BP02029","Building Permit","Single Family Residence Addition","Final",,
"03/28/2016","P16BP02027","Building Permit","Single Family Residence New","Final",,
"03/28/2016","P16BP02026","Building Permit","Single Family Residence Addition","Final",,
"03/28/2016","P16BP02025","Building Permit","Single Family Residence Addition","Permit Expired",,
"03/25/2016","P16BP02005","Building Permit","Single Family Residence Alteration","Final",,
"03/25/2016","P16BP02003","Building Permit","Single Family Residence New","Withdrawn",,
"03/24/2016","P16BP01971","Building Permit","Single Family Residence New","Issued",,
"03/24/2016","P16BP01965","Building Permit","Single Family Residence New","Issued",,
"03/24/2016","P16BP01958","Building Permit","Single Family Residence New","Final",,
"03/24/2016","P16BP01956","Building Permit","Single Family Residence Alteration","Final",,
"03/23/2016","P16BP01942","Building Permit","Single Family Residence Addition","Final",,
"03/23/2016","P16BP01936","Building Permit","Single Family Residence Addition","Final",,
"03/23/2016","P16BP01934","Building Permit","Single Family Residence New","Final",,
"03/23/2016","P16BP01932","Building Permit","Single Family Residence New","Final",,
"03/23/2016","P16BP01931","Building Permit","Single Family Residence New","Final",,
"03/23/2016","P16BP01928","Building Permit","Single Family Residence Addition","Application Expired",,
"03/23/2016","P16BP01924","Building Permit","Single Family Residence Alteration (BWOP)","Final",,
"03/22/2016","P16BP01923","Building Permit","Single Family Residence Addition","Final",,
"03/22/2016","P16BP01919","Building Permit","Single Family Residence New","Final",,
"03/22/2016","P16BP01905","Building Permit","Single Family Residence Addition","Final",,
"03/22/2016","P16BP01900","Building Permit","Single Family Residence New","Final",,
"03/22/2016","P16BP01896","Building Permit","Single Family Residence New","Final",,
"03/22/2016","P16BP01895","Building Permit","Single Family Residence New","Final",,
"03/22/2016","P16BP01893","Building Permit","Single Family Residence Addition","Final",,
"03/21/2016","P16BP01865","Building Permit","Single Family Residence Alteration","Final",,
"03/21/2016","P16BP01853","Building Permit","Single Family Residence Addition","Final",,
"03/21/2016","P16BP01851","Building Permit","Single Family Residence Addition","Final",,
"03/21/2016","P16BP01850","Building Permit","Single Family Residence New - COMBO/SADD - Permit Renewal for P07CP01312","Application Expired",,
"03/21/2016","P16BP01843","Building Permit","Single Family Residence Alteration","Final",,
"03/21/2016","P16BP01838","Building Permit","Tenant Improvement","C of O",,
"03/21/2016","P16BP01837","Building Permit","Tenant Improvement","C of O",,
"03/18/2016","P16BP01832","Building Permit","Single Family Residence Addition","Final",,
"03/18/2016","P16BP01831","Building Permit","Commercial Building Other","Final",,
"03/18/2016","P16BP01830","Building Permit","Single Family Residence New","Final",,
"03/18/2016","P16BP01829","Building Permit","Single Family Residence New","Final",,
"03/18/2016","P16BP01827","Building Permit","Tenant Improvement","C of O",,
"03/18/2016","P16BP01826","Building Permit","Single Family Residence Addition","Final",,
"03/18/2016","P16BP01823","Building Permit","Commercial Building Addition","Final",,
"03/18/2016","P16BP01811","Building Permit","Commercial Building Other","Final",,
"03/18/2016","P16BP01810","Building Permit","Commercial Building Other","Final",,
"03/18/2016","P16BP01809","Building Permit","Single Family Residence Alteration","Final",,
"03/18/2016","P16BP01807","Building Permit","Single Family Residence New","Final",,
"03/18/2016","P16BP01798","Building Permit","Single Family Residence New","Final",,
"03/18/2016","P16BP01797","Building Permit","Single Family Residence New","Final",,
"03/17/2016","P16BP01790","Building Permit","Single Family Residence Addition","Final",,
"03/17/2016","P16BP01784","Building Permit","Single Family Residence Alteration","Final",,
"03/17/2016","P16BP01780","Building Permit","Single Family Residence Addition","Final",,
"03/17/2016","P16BP01779","Building Permit","Single Family Residence Addition","Final",,
"03/17/2016","P16BP01775","Building Permit","Single Family Residence New","Final",,
"03/17/2016","P16BP01774","Building Permit","Single Family Residence New","Final",,
"03/17/2016","P16BP01773","Building Permit","Single Family Residence New","Final",,
"03/17/2016","P16BP01772","Building Permit","Single Family Residence New","Final",,
"03/17/2016","P16BP01770","Building Permit","Single Family Residence New","Final",,
"03/17/2016","P16BP01769","Building Permit","Single Family Residence New","Final",,
"03/17/2016","P16BP01768","Building Permit","Single Family Residence New","Final",,
"03/17/2016","P16BP01761","Building Permit","Single Family Residence Addition","Final",,
"03/17/2016","P16BP01759","Building Permit","Single Family Residence Addition","Final",,
"03/16/2016","P16BP01755","Building Permit","Commercial Building Other","Final",,
"03/16/2016","P16BP01754","Building Permit","Single Family Residence Addition","Final",,
"03/16/2016","P16BP01753","Building Permit","Single Family Residence Addition","Final",,
"03/16/2016","P16BP01745","Building Permit","Single Family Residence Addition","Final",,
"03/16/2016","P16BP01740","Building Permit","Tenant Improvement","C of O",,
"03/16/2016","P16BP01733","Building Permit","Commercial Building Alteration","Final",,
"03/16/2016","P16BP01729","Building Permit","Single Family Residence New","Final",,
"03/16/2016","P16BP01728","Building Permit","Commercial Building Other","Final",,
"03/16/2016","P16BP01724","Building Permit","Single Family Residence New","Final",,
"03/16/2016","P16BP01723","Building Permit","Single Family Residence Addition","Final",,
"03/16/2016","P16BP01718","Building Permit","Tenant Improvement","C of O",,
"03/16/2016","P16BP01717","Building Permit","Single Family Residence Addition","Final",,
"03/15/2016","P16BP01715","Building Permit","Single Family Residence Addition","Final",,
"03/15/2016","P16BP01714","Building Permit","Commercial Building Other","Final",,
"03/15/2016","P16BP01711","Building Permit","Commercial Building Addition","C of O",,
"03/15/2016","P16BP01704","Building Permit","Single Family Residence Alteration","Final",,
"03/15/2016","P16BP01700","Building Permit","Single Family Residence Addition","Final",,
"03/15/2016","P16BP01697","Building Permit","Single Family Residence-other","Final",,
"03/15/2016","P16BP01695","Building Permit","Single Family Residence Addition","Final",,
"03/15/2016","P16BP01692","Building Permit","Tenant Improvement","C of O",,
"03/15/2016","P16BP01691","Building Permit","Single Family Residence Addition","Final",,
"03/15/2016","P16BP01685","Building Permit","Single Family Residence Addition","Final",,
"03/15/2016","P16BP01682","Building Permit","Single Family Residence New","Final",,
"03/14/2016","P16BP01674","Building Permit","Single Family Residence Addition","Permit Expired",,
"03/14/2016","P16BP01673","Building Permit","Single Family Residence New","Final",,
"03/14/2016","P16BP01672","Building Permit","Single Family Residence New","Final",,
"03/14/2016","P16BP01664","Building Permit","Single Family Residence Addition","Final",,
"03/14/2016","P16BP01661","Building Permit","Tenant Improvement","C of O",,
"03/14/2016","P16BP01642","Building Permit","Single Family Residence New","Withdrawn",,
"03/14/2016","P16BP01639","Building Permit","Single Family Residence New - Permit for P06CP05238","Permit Expired","RANCHO DEL SOL LINDO LOT 77",
"03/14/2016","P16BP01631","Building Permit","Single Family Residence Alteration","Final",,
"03/14/2016","P16BP01629","Building Permit","Single Family Residence Addition","Final",,
"03/11/2016","P16BP01625","Building Permit","Single Family Residence New","Final",,
"03/11/2016","P16BP01622","Building Permit","Single Family Residence Addition","Final",,
"03/11/2016","P16BP01617","Building Permit","Single Family Residence Addition","Permit Expired",,
"03/11/2016","P16BP01616","Building Permit","Single Family Residence Alteration","Final",,
"03/10/2016","P16BP01611","Building Permit","Single Family Residence Alteration","Final",,
"03/10/2016","P16BP01604","Building Permit","Single Family Residence Alteration","Final",,
"03/10/2016","P16BP01602","Building Permit","Single Family Residence Addition","Final",,
"03/10/2016","P16BP01593","Building Permit","Single Family Residence Addition","Final",,
"03/10/2016","P16BP01587","Building Permit","Single Family Residence Addition","Final",,
"03/10/2016","P16BP01582","Building Permit","Single Family Residence New","Final",,
"03/09/2016","P16BP01571","Building Permit","Single Family Residence Addition","Final",,
"03/09/2016","P16BP01565","Building Permit","Single Family Residence Addition","Final",,
"03/09/2016","P16BP01565","Building Permit","Single Family Residence Addition","Final",,
"03/09/2016","P16BP01564","Building Permit","Single Family Residence Alteration","Final",,
"03/09/2016","P16BP01560","Building Permit","Commercial Building Alteration","Final",,
"03/09/2016","P16BP01559","Building Permit","Commercial Building Other","Final",,
"03/09/2016","P16BP01558","Building Permit","Single Family Residence Addition","Final",,
"03/09/2016","P16BP01556","Building Permit","Single Family Residence New","Final",,
"03/09/2016","P16BP01554","Building Permit","Commercial Building Addition, No C of O","Final",,
"03/09/2016","P16BP01552","Building Permit","Single Family Residence Addition","Final",,
"03/09/2016","P16BP01551","Building Permit","Commercial Building Other","Final",,
"03/08/2016","P16BP01549","Building Permit","Single Family Residence Addition","Final",,
"03/08/2016","P16BP01543","Building Permit","Single Family Residence New","Final",,
"03/08/2016","P16BP01542","Building Permit","Single Family Residence Addition","Final",,
"03/08/2016","P16BP01541","Building Permit","Single Family Residence Other","Final",,
"03/08/2016","P16BP01537","Building Permit","Commercial Building Addition - COMMERCIAL BUILDING ADDITION","C of O",,
"03/08/2016","P16BP01535","Building Permit","Commercial Building Addition - Commercial Building Addition","Final",,
"03/08/2016","P16BP01532","Building Permit","Commercial Building Addition - Commercial Building Addition","C of O",,
"03/08/2016","P16BP01519","Building Permit","Commercial Building Other","Final",,
"03/08/2016","P16BP01517","Building Permit","Single Family Residence Addition","Final",,
"03/08/2016","P16BP01515","Building Permit","Commercial Building Addition, C of O not required.","Final",,
"03/08/2016","P16BP01513","Building Permit","Commercial Building Other","Permit Expired",,
"03/08/2016","P16BP01511","Building Permit","Single Family Residence New","Final",,
"03/08/2016","P16BP01508","Building Permit","Single Family Residence New","Final",,
"03/08/2016","P16BP01507","Building Permit","Single Family Residence Addition","Final",,
"03/08/2016","P16BP01506","Building Permit","Single Family Residence Other - ZONING/SOTH -","Final",,
"03/07/2016","P16BP01496","Building Permit","Single Family Residence Addition","Final",,
"03/07/2016","P16BP01495","Building Permit","Single Family Residence New","Final",,
"03/07/2016","P16BP01494","Building Permit","Single Family Residence New","Final",,
"03/07/2016","P16BP01486","Building Permit","Single Family Residence Addition","Final",,
"03/07/2016","P16BP01484","Building Permit","Single Family Residence New","Final",,
"03/07/2016","P16BP01479","Building Permit","Commercial Building Other","Final",,
"03/04/2016","P16BP01478","Building Permit","Single Family Residence Alteration","Final",,
"03/04/2016","P16BP01476","Building Permit","Single Family Residence Alteration","Final",,
"03/04/2016","P16BP01472","Building Permit","Single Family Residence Addition","Application Expired",,
"03/04/2016","P16BP01471","Building Permit","Single Family Residence Addition","Final",,
"03/04/2016","P16BP01462","Building Permit","Single Family Residence Addition","Final",,
"03/03/2016","P16BP01459","Building Permit","Multi-Family Residence Alteration - Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01458","Building Permit","Multi-Family Residence Alteration - Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01457","Building Permit","Multi-Family Residence Alteration - Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01456","Building Permit","Multi-Family Residence Alteration - Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01455","Building Permit","Multi-Family Residence Alteration - Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01454","Building Permit","Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01453","Building Permit","Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01452","Building Permit","Multi-Family Residence Alteration - Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01450","Building Permit",,"Void",,
"03/03/2016","P16BP01449","Building Permit",,"Void",,
"03/03/2016","P16BP01448","Building Permit",,"Void",,
"03/03/2016","P16BP01447","Building Permit",,"Void",,
"03/03/2016","P16BP01446","Building Permit",,"Void",,
"03/03/2016","P16BP01445","Building Permit",,"Void",,
"03/03/2016","P16BP01444","Building Permit",,"Void",,
