"Address",
"10229  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10229  N  PITCHING WEDGE  LN    TUCSON,  AZ  85737",
"10229  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10229  S  RAINBOW  LN    TUCSON,  AZ  85756",
"10229  S  ROSE WAGON  WY    VAIL,  AZ  85641",
"1023  E  19TH  ST    TUCSON,  AZ  85719",
"1023  E  9TH  ST    TUCSON,  AZ  85719",
"1023  E  CAMINO CORRIDA     TUCSON,  AZ  85704",
"1023  E  CAVE CANYON  PL    GREEN VALLEY,  AZ  85614",
"1023  E  GIFFORD  DR    TUCSON,  AZ  85719",
"1023  E  HALCYON  RD    TUCSON,  AZ  85719",
"1023  E  KENTUCKY  ST    TUCSON,  AZ  85714",
"1023  E  LEE  ST    TUCSON,  AZ  85719",
"1023  E  MOWRY WASH  LN    SAHUARITA,  AZ  85629",
"1023  E  STRONGHOLD CANYON  LN    SAHUARITA,  AZ  85629",
"1023  N  1ST  AV    TUCSON,  AZ  85719",
"1023  N  ALAMO  AV    TUCSON,  AZ  85711",
"1023  N  BEDFORD  DR    TUCSON,  AZ  85710",
"1023  N  BROKEN HILLS  DR    GREEN VALLEY,  AZ  85614",
"1023  N  CAMERON  AV    AJO,  AZ  85321",
"1023  N  CARIBE  AV    TUCSON,  AZ  85710",
"1023  N  NORRIS  AV    TUCSON,  AZ  85719",
"1023  N  PERRY  AV    TUCSON,  AZ  85705",
"1023  N  TYNDALL  AV    TUCSON,  AZ  85719",
"1023  N  VIA ZAHARA DEL SOL     TUCSON,  AZ  85748",
"1023  S  CALLE DE LAS CASITAS     GREEN VALLEY,  AZ  85614",
"1023  S  DUQUESNE  DR    TUCSON,  AZ  85710",
"1023  S  EUCLID  AV    TUCSON,  AZ  85719",
"1023  S  FREMONT  AV    TUCSON,  AZ  85719",
"1023  S  GARFIELD  AV    VAIL,  AZ  85641",
"1023  S  MEYER  AV    TUCSON,  AZ  85701",
"1023  S  PANTANO OVERLOOK  DR    TUCSON,  AZ  85710",
"1023  W  BLUE FOX  RD    GREEN VALLEY,  AZ  85614",
"1023  W  CALLE EXCELSO     GREEN VALLEY,  AZ  85614",
"1023  W  KING  ST    TUCSON,  AZ  85705",
"1023  W  ONTARIO  ST    TUCSON,  AZ  85745",
"1023  W  PENNSYLVANIA  ST    TUCSON,  AZ  85714",
"1023  W  PLACITA AGRADABLE     GREEN VALLEY,  AZ  85614",
"1023  W  PLACITA INOCENTE     GREEN VALLEY,  AZ  85614",
"1023  W  PLACITA NOVILUNIO     GREEN VALLEY,  AZ  85614",
"1023  W  SADDLEHORN  DR    TUCSON,  AZ  85737",
"1023  W  SIMMONS  ST    TUCSON,  AZ  85705",
"1023  W  SONORA  ST    TUCSON,  AZ  85745",
"1023  W  SPEEDWAY  BL    TUCSON,  AZ  85745",
"10230  E  BUFFALOBERRY  LP    TUCSON,  AZ  85748",
"10230  E  CALLE CADIZ     TUCSON,  AZ  85747",
"10230  E  CALLE DEL ESTE     TUCSON,  AZ  85748",
"10230  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10230  E  CALLE MAGDALENA     TUCSON,  AZ  85748",
"10230  E  CIRCLE PINES  DR    TUCSON,  AZ  85748",
"10230  E  CORTE MADERA FINA     TUCSON,  AZ  85730",
"10230  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10230  E  ESSEX VILLAGE  DR    TUCSON,  AZ  85748",
"10230  E  GOLF LINKS  RD    TUCSON,  AZ  85730",
"10230  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10230  E  JUNIPER BASIN  LN    TUCSON,  AZ  85748",
"10230  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10230  E  OLD VAIL  RD    TUCSON,  AZ  85747",
"10230  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10230  E  VICKSBURG  ST    TUCSON,  AZ  85748",
"10230  E  WOODHAVEN  LN    TUCSON,  AZ  85748",
"10230  N  ALDER SPRING  DR    TUCSON,  AZ  85737",
"10230  N  CALLE DEL CARNERO     TUCSON,  AZ  85737",
"10230  N  FOX HUNT  LN    TUCSON,  AZ  85737",
"10230  N  ROCKY  PL    TUCSON,  AZ  85742",
"10230  N  VALLE DEL ORO  DR    TUCSON,  AZ  85737",
"10230  N  VOLK  AV    MARANA,  AZ  85653",
"10230  S  CAMINO CASITAS     TUCSON,  AZ  85756",
"10230  S  EPPERSON  LN    TUCSON,  AZ  85756",
"10230  S  MOONLIT RIVERWALK  TR    VAIL,  AZ  85641",
"10230  S  SILVER SURREY  PL    VAIL,  AZ  85641",
"10230  S  SUMMIT CREEK  RD    TUCSON,  AZ  85756",
"10230  S  SUMMIT PARK  RD    TUCSON,  AZ  85756",
"10230  S  TEA WAGON  WY    VAIL,  AZ  85641",
"10230  W  ROCKY  PL    TUCSON,  AZ  85742",
"10230  S  SUMMIT CREEK  RD   1  TUCSON,  AZ  85756",
"10230  S  SUMMIT CREEK  RD   2  TUCSON,  AZ  85756",
"10231  E  CALLE DEL ESTE     TUCSON,  AZ  85748",
"10231  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10231  E  CALLE MAGDALENA     TUCSON,  AZ  85748",
"10231  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10231  E  CIRCLE PINES  DR    TUCSON,  AZ  85748",
"10231  E  CORTE MADERA FINA     TUCSON,  AZ  85730",
"10231  E  COVINGTON  ST    TUCSON,  AZ  85748",
"10231  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10231  E  DESERT EDEN  PL    TUCSON,  AZ  85747",
"10231  E  DESERT SKYLINE  WY    TUCSON,  AZ  85747",
"10231  E  DISCOVERY  DR    TUCSON,  AZ  85748",
"10231  E  HUMMINGBIRD MEADOW  WY    TUCSON,  AZ  85747",
"10231  E  JUNIPER BASIN  LN    TUCSON,  AZ  85748",
"10231  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10231  E  MARMON  ST    TUCSON,  AZ  85748",
"10231  E  PLACITA PINOLE     TUCSON,  AZ  85730",
"10231  E  POTOMAC  PL    TUCSON,  AZ  85748",
"10231  E  SHADY ROCK  LN    TUCSON,  AZ  85749",
"10231  E  WOODHAVEN  LN    TUCSON,  AZ  85748",
"10231  N  CLIFF DWELLER  PL    TUCSON,  AZ  85737",
"10231  N  FOX HUNT  LN    TUCSON,  AZ  85737",
"10231  N  MCGINNIS  RD    MARANA,  AZ  85653",
"10231  N  OAK KNOLL  LN    TUCSON,  AZ  85737",
"10231  N  ONYX MOON  DR    TUCSON,  AZ  85743",
"10231  N  SAINT PATRICK  RD    TUCSON,  AZ  85742",
"10231  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10231  S  LA VUELTA DE PERNO     TUCSON,  AZ  85756",
"10231  S  MOONLIT RIVERWALK  TR    VAIL,  AZ  85641",
"10231  S  SUMMIT CREEK  RD    TUCSON,  AZ  85756",
"10231  S  SUMMIT PARK  RD    TUCSON,  AZ  85756",
"10231  N  MCGINNIS  RD   1  MARANA,  AZ  85653",
"10231  N  MCGINNIS  RD   2  MARANA,  AZ  85653",
"10232  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10232  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10232  E  DESERT EDEN  PL    TUCSON,  AZ  85747",
"10232  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10232  E  FOXMOOR  DR    TUCSON,  AZ  85748",
"10232  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10232  E  HUMMINGBIRD MEADOW  WY    TUCSON,  AZ  85747",
"10232  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10232  E  POTOMAC  PL    TUCSON,  AZ  85748",
"10232  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10232  N  MCGINNIS  RD    MARANA,  AZ  85653",
"10232  S  ROLLING WATER  DR    VAIL,  AZ  85641",
"10233  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10233  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10233  E  CANYON MEADOW  DR    TUCSON,  AZ  85747",
"10233  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10233  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10233  E  FOXMOOR  DR    TUCSON,  AZ  85748",
"10233  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10233  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10233  S  SUN VALLEY  AV    TUCSON,  AZ  85756",
"10233  S  SUNCREST  DR    TUCSON,  AZ  85756",
"10233  S  WAGONETTE  AV    VAIL,  AZ  85641",
"10234  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10234  E  CANYON MEADOW  DR    TUCSON,  AZ  85747",
"10234  E  COVINGTON  ST    TUCSON,  AZ  85748",
"10234  E  EMILY  PL    TUCSON,  AZ  85730",
"10234  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10234  E  JACIE  CT    VAIL,  AZ  85641",
"10234  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10234  N  EIGHT IRON  LN    TUCSON,  AZ  85737",
"10234  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10234  S  SUNCREST  DR    TUCSON,  AZ  85756",
"10235  E  CALLE ESTRELLA CLARA     TUCSON,  AZ  85747",
"10235  E  EMILY  PL    TUCSON,  AZ  85730",
"10235  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10235  E  JACIE  CT    VAIL,  AZ  85641",
"10235  E  MARY  DR    TUCSON,  AZ  85730",
"10235  E  OLD VAIL  RD    TUCSON,  AZ  85747",
"10235  E  PASEO JUAN TABO     TUCSON,  AZ  85747",
"10235  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10235  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10235  E  RAINBOW MEADOW  DR    TUCSON,  AZ  85747",
"10235  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10235  N  ALDER SPRING  DR    TUCSON,  AZ  85737",
"10235  N  BLUE BONNET  RD    TUCSON,  AZ  85742",
"10235  N  CAMINO PICO VISTA     TUCSON,  AZ  85742",
"10235  N  CARRISTO  DR    TUCSON,  AZ  85737",
"10235  N  EIGHT IRON  LN    TUCSON,  AZ  85737",
"10235  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10235  N  VALLE DEL ORO  DR    TUCSON,  AZ  85737",
"10235  S  ROLLING WATER  DR    VAIL,  AZ  85641",
"10236  E  BUFFALOBERRY  LP    TUCSON,  AZ  85748",
"10236  E  CALLE ESTRELLA CLARA     TUCSON,  AZ  85747",
"10236  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10236  E  EMILY  DR    TUCSON,  AZ  85730",
"10236  E  FORT LOWELL  RD    TUCSON,  AZ  85749",
"10236  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10236  E  MARY  DR    TUCSON,  AZ  85730",
"10236  E  PLACITA CRESTA FELIZ     TUCSON,  AZ  85749",
"10236  E  PLACITA CRESTA MIA     TUCSON,  AZ  85749",
"10236  E  PLACITA CRESTA VERDE     TUCSON,  AZ  85749",
"10236  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10236  E  PLACITA PINOLE     TUCSON,  AZ  85730",
"10236  E  RAINBOW MEADOW  DR    TUCSON,  AZ  85747",
"10236  E  SKY CASTLE  WY    TUCSON,  AZ  85730",
"10236  N  NINE IRON  DR    TUCSON,  AZ  85737",
"10236  N  TALL COTTON  DR    MARANA,  AZ  85653",
"10236  N  WILD CREEK  DR    TUCSON,  AZ  85742",
"10236  S  BLACK SURREY  DR    VAIL,  AZ  85641",
"10237  E  CALLE CADIZ     TUCSON,  AZ  85747",
"10237  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10237  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10237  E  DESERT FLOWER  PL    TUCSON,  AZ  85749",
"10237  E  DESERT SKYLINE  WY    TUCSON,  AZ  85747",
"10237  E  EMILY  DR    TUCSON,  AZ  85730",
"10237  E  ESSEX VILLAGE  DR    TUCSON,  AZ  85748",
"10237  E  PLACITA CRESTA FELIZ     TUCSON,  AZ  85749",
"10237  E  PLACITA CRESTA MIA     TUCSON,  AZ  85749",
"10237  E  PLACITA CRESTA VERDE     TUCSON,  AZ  85749",
"10237  E  RIO DE ORO  DR    TUCSON,  AZ  85749",
"10237  E  SKY CASTLE  WY    TUCSON,  AZ  85730",
"10237  E  WATSON  DR    TUCSON,  AZ  85730",
"10237  N  CALLE DEL CARNERO     TUCSON,  AZ  85737",
"10237  N  NINE IRON  DR    TUCSON,  AZ  85737",
"10237  N  ONYX MOON  DR    TUCSON,  AZ  85743",
"10237  N  TALL COTTON  DR    MARANA,  AZ  85653",
"10237  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10237  S  ROSE WAGON  WY    VAIL,  AZ  85641",
"10238  E  CALLE CADIZ     TUCSON,  AZ  85747",
"10238  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10238  E  DESERT EDEN  PL    TUCSON,  AZ  85747",
"10238  E  DESERT FLOWER  PL    TUCSON,  AZ  85749",
"10238  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10238  E  ESSEX VILLAGE  DR    TUCSON,  AZ  85748",
"10238  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10238  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10238  E  RIO DE ORO  DR    TUCSON,  AZ  85749",
"10238  E  WATSON  DR    TUCSON,  AZ  85730",
"10238  N  PITCHING WEDGE  LN    TUCSON,  AZ  85737",
"10238  S  SILVER SURREY  PL    VAIL,  AZ  85641",
"10238  S  SUMMIT CREEK  RD    TUCSON,  AZ  85756",
"10238  S  TEA WAGON  WY    VAIL,  AZ  85641",
"10239  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10239  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10239  E  COVINGTON  ST    TUCSON,  AZ  85748",
"10239  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10239  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10239  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10239  E  PLACITA PINOLE     TUCSON,  AZ  85730",
"10239  N  PITCHING WEDGE  LN    TUCSON,  AZ  85737",
"10239  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10239  S  SUMMIT CREEK  RD    TUCSON,  AZ  85756",
"10239  S  SUMMIT VISTA  WY    TUCSON,  AZ  85756",
"1024  E  12TH  ST    TUCSON,  AZ  85719",
"1024  E  6TH  ST    TUCSON,  AZ  85719",
"1024  E  7TH  ST    TUCSON,  AZ  85719",
"1024  E  ADELAIDE  DR    TUCSON,  AZ  85719",
"1024  E  CAMINO CORRIDA     TUCSON,  AZ  85704",
"1024  E  CAMINO DIESTRO     TUCSON,  AZ  85704",
"1024  E  COPPER  ST    TUCSON,  AZ  85719",
"1024  E  CROWN RIDGE  DR    TUCSON,  AZ  85755",
"1024  E  GIFFORD  DR    TUCSON,  AZ  85719",
"1024  E  HARSHAW LAND  LN    SAHUARITA,  AZ  85629",
"1024  E  JOSEPHINE SADDLE  PL    GREEN VALLEY,  AZ  85614",
"1024  E  KENTUCKY  ST    TUCSON,  AZ  85714",
"1024  E  LYLE CANYON  DR    SAHUARITA,  AZ  85629",
"1024  E  SILVERLAKE  RD    TUCSON,  AZ  85713",
"1024  E  WATER  ST    TUCSON,  AZ  85719",
"1024  E  WEYMOUTH  ST    TUCSON,  AZ  85719",
"1024  N  1ST  AV    TUCSON,  AZ  85719",
"1024  N  3RD  AV    TUCSON,  AZ  85705",
"1024  N  6TH  AV    TUCSON,  AZ  85705",
"1024  N  AVENIDA JEANINE     TUCSON,  AZ  85748",
"1024  N  CARIBE  AV    TUCSON,  AZ  85710",
"1024  N  COUNTRY CLUB  RD    TUCSON,  AZ  85716",
"1024  N  EUCLID  AV    TUCSON,  AZ  85719",
"1024  N  FLEETWOOD  PL    TUCSON,  AZ  85748",
"1024  N  GRAND CANYON  DR    GREEN VALLEY,  AZ  85614",
"1024  N  GRANDE  AV    TUCSON,  AZ  85745",
"1024  N  HERBERT  AV    TUCSON,  AZ  85705",
"1024  N  ROSEMONT  BL    TUCSON,  AZ  85711",
"1024  S  AVENIDA DEL CORRECAMINOS     TUCSON,  AZ  85745",
"1024  S  CALLE DE LA TEMPORADA     GREEN VALLEY,  AZ  85614",
"1024  S  CHATFIELD  AV    VAIL,  AZ  85641",
"1024  S  EUCLID  AV    TUCSON,  AZ  85719",
"1024  S  KROEGER  LN    TUCSON,  AZ  85745",
"1024  S  PLUMER  AV    TUCSON,  AZ  85719",
"1024  W  ALAMEDA  ST    TUCSON,  AZ  85745",
"1024  W  CALLE DE EMILIA     GREEN VALLEY,  AZ  85614",
"1024  W  CALLE DE PITAHAYA     GREEN VALLEY,  AZ  85622",
"1024  W  CAMINO ASTURIAS     GREEN VALLEY,  AZ  85622",
"1024  W  CAMINO URBANO     GREEN VALLEY,  AZ  85622",
"1024  W  CONGRESS  ST    TUCSON,  AZ  85745",
"1024  W  DESERT HILLS  DR    GREEN VALLEY,  AZ  85622",
"1024  W  GARNETTE  ST    TUCSON,  AZ  85705",
"1024  W  HADLEY  ST    TUCSON,  AZ  85705",
"1024  W  KING  ST    TUCSON,  AZ  85705",
"1024  W  LINCOLN  ST    TUCSON,  AZ  85714",
"1024  W  LOS ALAMOS  ST    TUCSON,  AZ  85704",
"1024  W  RIO ALTAR     GREEN VALLEY,  AZ  85614",
"1024  W  ROGER  RD    TUCSON,  AZ  85705",
"1024  W  SIMMONS  ST    TUCSON,  AZ  85705",
"1024  W  SONORA  ST    TUCSON,  AZ  85745",
"1024  W  TENNIEL  DR    GREEN VALLEY,  AZ  85614",
"1024  W  TERNERO  ST    TUCSON,  AZ  85704",
"1024  W  THURBER  ST    TUCSON,  AZ  85705",
"1024  E  ADELAIDE  DR   1  TUCSON,  AZ  85719",
"1024  N  EUCLID  AV   1  TUCSON,  AZ  85719",
"1024  E  ADELAIDE  DR   2  TUCSON,  AZ  85719",
"1024  N  EUCLID  AV   2  TUCSON,  AZ  85719",
"1024  E  ADELAIDE  DR   3  TUCSON,  AZ  85719",
"10240  E  CALLE DEL ESTE     TUCSON,  AZ  85748",
"10240  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10240  E  CALLE MAGDALENA     TUCSON,  AZ  85748",
"10240  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10240  E  CIRCLE PINES  DR    TUCSON,  AZ  85748",
"10240  E  CORTE MADERA FINA     TUCSON,  AZ  85730",
"10240  E  FOXMOOR  DR    TUCSON,  AZ  85748",
"10240  E  GOLF LINKS  RD    TUCSON,  AZ  85730",
"10240  E  JACIE  CT    VAIL,  AZ  85641",
"10240  E  JUNIPER BASIN  LN    TUCSON,  AZ  85748",
"10240  E  OCOTILLO RIM  TR    VAIL,  AZ  85641",
"10240  E  OLD VAIL  RD    TUCSON,  AZ  85747",
"10240  E  RIO VISTA  PL    TUCSON,  AZ  85749",
"10240  E  VICKSBURG  ST    TUCSON,  AZ  85748",
"10240  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10240  E  WOODHAVEN  LN    TUCSON,  AZ  85748",
"10240  N  ALDER SPRING  DR    TUCSON,  AZ  85737",
"10240  N  ANWAY  RD    MARANA,  AZ  85653",
"10240  N  CALLE DEL CARNERO     TUCSON,  AZ  85737",
"10240  N  CAMINO VALDEFLORES     TUCSON,  AZ  85737",
"10240  N  FELDMAN  RD    MARANA,  AZ  85653",
"10240  N  KRAUSWOOD  LN    TUCSON,  AZ  85737",
"10240  N  QUAIL  LN    TUCSON,  AZ  85742",
"10240  N  RANCHO SONORA  DR    TUCSON,  AZ  85737",
"10240  N  SHANNON  RD    TUCSON,  AZ  85742",
"10240  N  VALLE DEL ORO  DR    TUCSON,  AZ  85737",
"10240  N  VOLK  AV    MARANA,  AZ  85653",
"10240  S  EPPERSON  LN    TUCSON,  AZ  85756",
"10240  S  RAINBOW  LN    TUCSON,  AZ  85756",
"10240  W  ANTHONY  DR    TUCSON,  AZ  85743",
"10240  W  BOPP  RD    TUCSON,  AZ  85735",
"10240  W  MASSINGALE  RD    TUCSON,  AZ  85743",
"10240  W  RUDASILL  RD    TUCSON,  AZ  85743",
"10240  N  ANWAY  RD   1  MARANA,  AZ  85653",
"10240  N  ANWAY  RD   2  MARANA,  AZ  85653",
"10240  S  SIERRITA MOUNTAIN  RD   CHECK ACCE  TUCSON,  AZ  85736",
"10241  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10241  E  CALLE DEL ESTE     TUCSON,  AZ  85748",
"10241  E  CALLE MAGDALENA     TUCSON,  AZ  85748",
"10241  E  CIRCLE PINES  DR    TUCSON,  AZ  85748",
"10241  E  CORTE MADERA FINA     TUCSON,  AZ  85730",
"10241  E  DISCOVERY  DR    TUCSON,  AZ  85748",
"10241  E  FOXMOOR  DR    TUCSON,  AZ  85748",
"10241  E  GLENN  ST    TUCSON,  AZ  85749",
"10241  E  HUMMINGBIRD MEADOW  WY    TUCSON,  AZ  85747",
"10241  E  JACIE  CT    VAIL,  AZ  85641",
"10241  E  JUNIPER BASIN  LN    TUCSON,  AZ  85748",
"10241  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10241  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10241  E  POTOMAC  PL    TUCSON,  AZ  85748",
"10241  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10241  E  RIO VISTA  PL    TUCSON,  AZ  85749",
"10241  E  SPEEDWAY  BL    TUCSON,  AZ  85748",
"10241  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10241  E  WOODHAVEN  LN    TUCSON,  AZ  85748",
"10241  N  CLIFF DWELLER  PL    TUCSON,  AZ  85737",
"10241  N  FELDMAN  RD    MARANA,  AZ  85653",
"10241  N  FOX HUNT  LN    TUCSON,  AZ  85737",
"10241  N  HACIENDA HERMOSA  DR    TUCSON,  AZ  85737",
"10241  N  HARDAGE  LN    TUCSON,  AZ  85737",
"10241  N  MCGINNIS  RD    MARANA,  AZ  85653",
"10241  N  OAK KNOLL  LN    TUCSON,  AZ  85737",
"10241  N  SILVERBELL  RD    TUCSON,  AZ  85743",
"10241  N  VOLK  AV    MARANA,  AZ  85653",
"10241  N  WILD TURKEY  LN    TUCSON,  AZ  85737",
"10241  S  LA VUELTA DE PERNO     TUCSON,  AZ  85756",
"10241  S  SILVER SURREY  PL    VAIL,  AZ  85641",
"10241  S  SUN VALLEY  AV    TUCSON,  AZ  85756",
"10241  S  WAGONETTE  AV    VAIL,  AZ  85641",
"10241  W  ANTHONY  DR    TUCSON,  AZ  85743",
"10241  N  SILVERBELL  RD   1  TUCSON,  AZ  85743",
"10241  N  SILVERBELL  RD   2  TUCSON,  AZ  85743",
"10241  N  VOLK  AV   26  MARANA,  AZ  85653",
"10242  E  BUFFALOBERRY  LP    TUCSON,  AZ  85748",
"10242  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10242  E  COVINGTON  ST    TUCSON,  AZ  85748",
"10242  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10242  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10242  E  HUMMINGBIRD MEADOW  WY    TUCSON,  AZ  85747",
"10242  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10242  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10242  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10242  E  POTOMAC  PL    TUCSON,  AZ  85748",
"10242  N  CAPE FEAR  LN    TUCSON,  AZ  85737",
"10242  N  HACIENDA HERMOSA  DR    TUCSON,  AZ  85737",
"10242  N  ISABELLE CRUZ  PL    TUCSON,  AZ  85742",
"10242  N  LAMBERT  CT    TUCSON,  AZ  85742",
"10242  N  MCGINNIS  RD    MARANA,  AZ  85653",
"10242  N  OAK KNOLL  LN    TUCSON,  AZ  85737",
"10242  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10242  S  MOONLIT RIVERWALK  TR    VAIL,  AZ  85641",
"10242  S  SUNCREST  DR    TUCSON,  AZ  85756",
"10243  E  CALLE ESTRELLA CLARA     TUCSON,  AZ  85747",
"10243  E  CANYON MEADOW  DR    TUCSON,  AZ  85747",
"10243  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10243  E  DESERT SKYLINE  WY    TUCSON,  AZ  85747",
"10243  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10243  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10243  E  PASEO JUAN TABO     TUCSON,  AZ  85747",
"10243  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10243  N  ONYX MOON  DR    TUCSON,  AZ  85743",
"10243  S  MOONLIT RIVERWALK  TR    VAIL,  AZ  85641",
"10244  E  CALLE ESTRELLA CLARA     TUCSON,  AZ  85747",
"10244  E  CANYON MEADOW  DR    TUCSON,  AZ  85747",
"10244  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10244  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10244  E  PLACITA PINOLE     TUCSON,  AZ  85730",
"10244  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10244  N  EIGHT IRON  LN    TUCSON,  AZ  85737",
"10244  S  BINDER  DR    VAIL,  AZ  85641",
"10244  S  BLACK SURREY  DR    VAIL,  AZ  85641",
"10244  S  ROLLING WATER  DR    VAIL,  AZ  85641",
"10245  E  CALLE CADIZ     TUCSON,  AZ  85747",
"10245  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10245  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10245  E  ESSEX VILLAGE  DR    TUCSON,  AZ  85748",
"10245  E  MARMON  ST    TUCSON,  AZ  85748",
"10245  E  MARY  DR    TUCSON,  AZ  85730",
"10245  E  RAINBOW MEADOW  DR    TUCSON,  AZ  85747",
"10245  E  SABINO ESTATES  DR    TUCSON,  AZ  85749",
"10245  N  CAMINO PICO VISTA     TUCSON,  AZ  85742",
"10245  N  CARRISTO  DR    TUCSON,  AZ  85737",
"10245  N  ROCKY  PL    TUCSON,  AZ  85742",
"10245  N  VALLE DEL ORO  DR    TUCSON,  AZ  85737",
"10245  S  BLACK SURREY  DR    VAIL,  AZ  85641",
"10245  S  ROLLING WATER  DR    VAIL,  AZ  85641",
"10245  S  ROSE WAGON  WY    VAIL,  AZ  85641",
"10245  S  SUMMIT PARK  RD    TUCSON,  AZ  85756",
"10245  S  SUMMIT POINT  DR    TUCSON,  AZ  85756",
"10246  E  CALLE CADIZ     TUCSON,  AZ  85747",
"10246  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10246  E  EMILY  PL    TUCSON,  AZ  85730",
"10246  E  ESSEX VILLAGE  DR    TUCSON,  AZ  85748",
"10246  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10246  E  MARY  DR    TUCSON,  AZ  85730",
"10246  E  RAINBOW MEADOW  DR    TUCSON,  AZ  85747",
"10246  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10246  S  SILVER SURREY  PL    VAIL,  AZ  85641",
"10246  S  SUMMIT CREEK  RD    TUCSON,  AZ  85756",
"10246  S  SUMMIT PARK  RD    TUCSON,  AZ  85756",
"10246  S  TEA WAGON  WY    VAIL,  AZ  85641",
